"NEW MODELS TO PREDICT THE VISCOSITY OF EXTRA-HEAVY","Unknown","3000"
"Joint Channel Assignment and Routing for Throughput Optimization in Multi-radio Wireless Mesh Networks","Unknown","2005"
"Interpolation revisited","IEEETransactionsonMedicalImaging","2000"
"Multiresolution Analysis of Arbitrary Meshes","Unknown","1995"
"Vivaldi: A Decentralized Network Coordinate System","InSIGCOMM","2004"
"Cellular origin and ultrastructure of membranes induced during poliovirus infection","J","1996"
"Prediction of signal peptides and signal anchors by a hidden Markov model","Proc.Int.Conf.Intell.Syst.Mol.Biol","1998"
"Topology Control in Wireless Ad Hoc and Sensor Networks","ACMComputingSurveys","2005"
"Coupling between Annual and ENSO Timescales in the Malaria?Climate Association in Colombia","Unknown","3000"
"of Nutritional Sciences","Unknown","3000"
"Science Clouds: Early Experiences in Cloud Computing for Scientific Applications","InFirstWorkshoponCloudComputinganditsApplications","2008"
"AN OVERVIEW OF ROBUST COMPRESSIVE SENSING OF SPARSE SIGNALS IN IMPULSIVE NOISE","Unknown","3000"
"Resource allocation and cross-layer control in wireless networks","FoundationsandTrendsinNetworking","2006"
"On the optimality of the simple Bayesian classifier under zero-one loss","MACHINELEARNING","1997"
"Influence of nutrition in experimental infection","Bact.Rev","1949"
"(IBIOMED). Universidad de Le?n. Espa?a. UTILIDAD DE LOS PAR?METROS BIOQU?MICOS","Unknown","3000"
"Randomized, controlled intervention trial of male circumcision for reduction","ofHIVinfectionrisk:theANRS1265trial.PLoSMed","2005"
"(publicaci?n electr?nica)","Unknown","3000"
"Adaptive Protocols for Information Dissemination in Wireless Sensor Networks","Unknown","1999"
"Does the ?New Economy? Measure up to the Great Inventions of the Past?","JOURNALOFECONOMICPERSPECTIVES?VOLUME14,NUMBER4?FALL2000?PAGES49?74","2000"
"Information and Communication","Unknown","3000"
"A first-order primal-dual algorithm for convex problems with applications to imaging","Unknown","2010"
"Virus After Vaccination with Seasonal Influenza Vaccine","Unknown","3000"
"The Asgaard Project: A Task-Specific Framework for the . . .","ARTIFICIALINTELLIGENCEINMEDICINE","1998"
"(Universidad de Vigo)","Unknown","3000"
"Systems Biology: A Brief Overview","Science.2002March","3000"
"Universidad Nacional de C?rdoba,","Unknown","2008"
"?La Administraci?n y la Responsabilidad Social Empresarial? II","Unknown","3000"
"Dynamic storage allocation: A survey and critical review","Unknown","1995"
"Understanding Code Mobility","IEEECOMPUTERSCIENCEPRESS","1998"
"Review: Protein Secondary Structure Prediction Continues to Rise","J.Struct.Biol","2001"
"OBPRM: An Obstacle-Based PRM for 3D Workspaces","Unknown","1998"
"Accurate transcription initiation by RNA polymerase II in a soluble extract from isolated mammalian nuclei. Nucleic Acids Res","Unknown","1983"
"The Ontolingua Server: a Tool for Collaborative Ontology Construction","InternationalJournalofHumanComputerStudies","1996"
"3Centro de Investigaci?n sobre Fijaci?n de Nitr?geno, Universidad Nacional Aut?noma de M?xico, Program de Ecolog?a Molecular y Microbiana,","Unknown","2004"
"The Changing Usage of a Mature Campus-wide Wireless Network","InProceedingsofACMMOBICOM","2004"
"Instituto de","Unknown","3000"
"Effect of Molecules Secreted by Lactobacillus acidophilus Strain La-5 on Escherichia coli O157:H7 Colonization","Unknown","2008"
"Applications of Machine Learning and Rule Induction","CommunicationsoftheACM","1995"
"A new and rapid colorimetric determination of acetylcholinesterase activity","BiochemPharmacol","3000"
"Random walks for image segmentation","IEEETransactionsonPatternAnalysisandMachineIntelligence","2006"
"process employing discrete events simulation techniques","Unknown","3000"
"Security Architecture for the Internet Protocol","RFC1825","1995"
"Algebraic Statistics for Computational Biology","Unknown","3000"
"Synthesis of New 4-Methyl-2-(4-pyridyl)-1,2,3,4-tetrahydroquinolines as Potent Antifungal Compounds","Unknown","3000"
"Periodic review of animal species included in the CITES Appendices Periodic review of Felidae REVIEW OF THE STATUS OF THE JAGUAR (PANTHERA ONCA) IN THE APPENDICES","Unknown","3000"
"As we may think","AtlanticMonthly","1945"
"Vaccine Production","Unknown","2015"
"Neural Network Toolbox For Use with Matlab -- User&apos;S Guide Verion 3.0","Unknown","1993"
"Architectural Styles and the Design of Network-based Software Architectures","Unknown","2000"
"Universidade De Vigo","Unknown","3000"
"CULTURAL DETERMINANTS OF STATUS 2","Unknown","3000"
"An introduction to noncommutative spaces and their geometry","Unknown","1997"
"PONTIF?CIA UNIVERSIDADE CAT?LICA DO PARAN?","Unknown","2003"
"CEDE- UNIVERSIDAD DE LOS ANDES","Unknown","3000"
"Verbal reports as data","PsychologicalReview","1980"
"Universidade Federal de Pernambuco.","Unknown","3000"
"Dedication","Unknown","2004"
"Applications of SHOP and SHOP2","IEEEINTELLIGENTSYSTEMS","2004"
"The CES-D scale: A self-report depression scale for research in the general population","AppliedPsychologicalMeasurement","1977"
"THE IMPORTANCE OF NUTRITION","Unknown","3000"
"Revealing information while preserving privacy","InPODS","2003"
"Effects of Colombia?s Social Protection System on Workers ? Choice between Formal and Informal Employment ?","Unknown","2010"
"Coupled hidden Markov models for complex action recognition","Unknown","1996"
"Calcium signalling in bacteria","J","1996"
"Table of Contents SUMMARY OF MAIN PROJECT ACHIEVEMENTS SUBPROJECT 1. PURPOSE: TO DEVELOP METHODS FOR IDENTIFYING AND SCREENING MARKET OPPORTUNITIES","Unknown","1996"
"The interaction between product market and financing strategy: The role of venture capital","ReviewofFinancialStudies13:4(Winter2000","3000"
"Capacity of Ad Hoc Wireless Networks","Unknown","3000"
"LIBLINEAR: A Library for Large Linear Classification","Unknown","2008"
"Vaccination Programs for Foals and Weanlings","Unknown","3000"
"InterCloud: Utility-Oriented Federation of Cloud Computing Environments for Scaling of Application Services","Proceedingsofthe10thInternationalConferenceonAlgorithmsandArchitecturesforParallelProcessing(ICA3PP2010","3000"
"Ma?ster en Computacio?n Paralela y Distribuida Tesis","Unknown","3000"
"A general framework for object detection","SixthInternationalConferenceon","1998"
"Energy loss of a heavy quark moving through N = 4 supersymmetric Yang-Mills plasma","Unknown","2006"
"Level of Activity: National Ecosystem: High Plateau Summary","Unknown","3000"
"Knowledge of Ischemic Stroke Risk Factors and Warning Signs After a Health Education Program by Medical Students","Unknown","3000"
"Dropout from higher education: A theoretical synthesis of recent research","ReviewofEducationalResearch","1975"
"Imagenet classification with deep convolutional neural networks","AdvancesinNeuralInformationProcessingSystems","3000"
"Multiresolution grayscale and rotation invariant texture classification with local binary patterns","IEEETRANSACTIONSONPATTERNANALYSISANDMACHINEINTELLIGENCE","2002"
"Prelicensure Evaluation of Combination Vaccines","Unknown","3000"
"Noncommutative Geometry","Unknown","1994"
"Verbal behavior","Unknown","1957"
"Space-time Interest Points","INICCV","2003"
"Asset Prices in an exchange economy","ECONOMETRICA","1978"
"RESEARCH ARTICLE High HIV Burden in Men Who Have Sex with Men across Colombia?s Largest Cities: Findings from an Integrated Biological and Behavioral Surveillance Study","Unknown","1371"
"Ecotourism in Nicaragua Impacts on the Vegetation Diversity In Natural Reserve","Unknown","3000"
"NCBI reference sequence (RefSeq): a curated non-redundant sequence database of genomes, transcripts and proteins","NucleicAcidsRes","2005"
"Distinctive Image Features from Scale-Invariant Keypoints","Unknown","2003"
"Framing: Toward clarification of a fractured paradigm","JournalofCommunication","1993"
"PERFORMANCE EVALUATION, FUND SELECTION AND PORTFOLIO ALLOCATION APPLIED TO COLOMBIA?S","Unknown","3000"
"Hypertext Transfer Protocol - HTTP/1.1","Unknown","1996"
"Comparing the Effectiveness of Regulation and Pro-Social Emotions to Enhance Cooperation: Experimental Evidence from Fishing Communities in","Columbia.?EconomicInquiry","2012"
"SIA: Secure Information Aggregation in Sensor Networks","Unknown","2003"
"Space charge in ionization detectors and the NA48 electromagnetic calorimeter","Unknown","1999"
"Universidad del Norte (Colombia).","Unknown","3000"
"Arb: A software environment for sequence data","NucleicAcidsRes","2004"
"Advisors:","Unknown","2013"
"Protocol Verification as a Hardware Design Aid","INIEEEINTERNATIONALCONFERENCEONCOMPUTERDESIGN:VLSIINCOMPUTERSANDPROCESSORS","1992"
"?PARQUESOFT?: A STUDY OF SOCIAL ENTREPRENEURSHIP","Unknown","3000"
"E.: Hydro-economic models: Concepts, design, applications and future prospects","J.Hydrol","3000"
"Applications Of Circumscription To Formalizing Common Sense Knowledge","ArtificialIntelligence","1986"
"Socioeconomic status and obesity","EpidemiolRev","3000"
"A Taxonomy of Computer Worms","Unknown","2003"
"Are There Goodwin Employment-Distribution Cycles","InternationalEmpiricalEvidence?,CuadernosdeEconom??a","3000"
"DEVELOPMENT OF A SOLUTION FOR EDITING AND COMPILING OF WIRELESS INTERNET APPLICATIONS","Unknown","3000"
"Scale and performance in a distributed file system","ACMTransactionsonComputerSystems","1988"
"Interferons: cell signalling, immune modulation, antiviral response and virus","Unknown","2000"
"Universidade Federal de Alfenas","Unknown","3000"
"TCP Vegas: New techniques for congestion detection and avoidance","InSIGCOMM","1994"
"Negotiation-based Protocols for Disseminating Information in Wireless Sensor Networks","WirelessNetworks","2002"
"An Analysis of Using Reflectors for Distributed Denial-of-Service Attacks","Unknown","2001"
"Dependent Types in Practical Programming","InProceedingsofACMSIGPLANSymposiumonPrinciplesofProgrammingLanguages","1998"
"Detection of PMTV Using Polyclonal Antibodies Raised Against a Capsid-Specific Peptide Antigen","Unknown","3000"
"No Silver Bullet: Essence and Accidents of Software Engineering","IEEEComputer","1987"
"Designing Distributed Applications with Mobile Code Paradigms","InProceedingsofthe19thInternationalConferenceonSoftwareEngineering","1997"
"Alfonso Ortega Gim?nez","Unknown","3000"
"Trust networks on the semantic Web","InProceedingsofCooperativeInformationAgents","2003"
"Instituto de Econom?a y Finanzas- Facultad de Ciencias Econ?micas Universidad Nacional de C?rdoba- Argentina Factor Productivity in the Argentinean Agriculture","Unknown","3000"
"Participation in Heterogeneous Communities","QuarterlyJournalofEconomics","2000"
"Transactional Locking II","InProc.ofthe20thIntl.Symp.onDistributedComputing","2006"
"M: Genetic diversity of Plasmodium falciparum field samples from an isolated Colombian village. Am J Trop Med Hyg 2002","Unknown","3000"
"Data structures for mobile data","JOURNALOFALGORITHMS","1997"
"Vaccination against Hepatitis B in","Unknown","3000"
"The process group approach to reliable distributed computing","CommunicationsoftheACM","1993"
"Topic: Data and Analytic Tools Water Management Lessons for California from Statewide Hydro-economic Modeling WATER MANAGEMENT LESSONS FOR CALIFORNIA FROM STATEWIDE HYDRO-ECONOMIC MODELING","Unknown","2009"
"A New Extension of the Kalman Filter to Nonlinear Systems","Unknown","1997"
"?Sex and Vaccination?","Unknown","3000"
"Iterative point matching for registration of free-form curves and surfaces","Unknown","1994"
"WOMAn And TRAnSLATIOn: GeOGRAPHIeS, VOIceS, IdenTITIeS","Unknown","3000"
"vic: A Flexible Framework for Packet Video","ACMMultimedia","1995"
"A Scalable, Commodity Data Center Network Architecture","Unknown","2008"
"Estimating the number of clusters in a dataset via the Gap statistic","Unknown","2000"
"with use of a right generalized cylinder model Release 1.01","Unknown","2009"
"Universidade Federal do Par?","Unknown","3000"
"The New Science of Management Decision","InProceedingsofthe33rdConferenceoftheOperationalResearchSocietyofNewZealand","1960"
"Organizational learning Processes of learning","Unknown","3000"
"Quality factors","Unknown","3000"
"Inequalities in Nutrition","Unknown","3000"
"Agent theories, architectures, and languages: a survey","Unknown","1995"
"19 th International Conference on Production Research A HYBRID PROCEDURE FOR OPTIMIZATION VIA SIMULATION: AN ANALYSIS ON INVENTORY CONTROL PROBLEMS","Unknown","3000"
"Computational Intelligence Applied to Financial Price Prediction: A State of the Art","Unknown","3000"
"Los Andes University","Unknown","3000"
"Text Classification from Labeled and Unlabeled Documents using EM","MACHINELEARNING","1999"
"What is Twitter, a Social Network or a News Media?","Unknown","3000"
"Universidad Nacional de Colombia,","Unknown","2005"
"Vaccine;","Unknown","2007"
"A geography of illicit crops (coca leaf) and armed conflict in Colombia. Documentos CEDE 2004-19, Universidad de los Andes-CEDE","Unknown","2004"
"Report from Dagstuhl Seminar 13511 Software Engineering for Self-Adaptive Systems: Assurances Edited by","Unknown","3000"
"A Security Architecture for Computational Grids","Unknown","1998"
"Belief Propagation","Unknown","2010"
"An Experimental Comparison of Range Image Segmentation Algorithms","Unknown","1996"
"USE OF INFORMAL MOBILE TELEPHONY IN LOW INCOME","Unknown","3000"
"VirtualPower: Coordinated Power Management in Virtualized Enterprise Systems","InProceedingsofInternationalSymposiumonOperatingSystemPrinciples(SOSP","2007"
"Abduction in Logic Programming","Unknown","3000"
"doi:10.1155/2011/363205 Research Article Etiology and Viral Genotype in Patients with End-Stage Liver Diseases admitted to a Hepatology Unit in Colombia","Unknown","3000"
"Billboard clouds for extreme model simplification","ACMTRANS.GRAPH","2003"
"Coarse-to-fine n-best parsing and MaxEnt discriminative reranking","InACL","2005"
"of enteral nutrition versus parenteral nutrition","Unknown","3000"
"On k-coverage in a mostly sleeping sensor network","Unknown","2008"
"On optimistic methods for concurrency control","ACMTransactionsonDatabaseSystems","1981"
"Blind Signal Separation: Statistical Principles","Unknown","2003"
"Item-based Collaborative Filtering Recommendation Algorithms","PROC.10THINTERNATIONALCONFERENCEONTHEWORLDWIDEWEB","2001"
"National Cancer Institute&apos;s Thesaurus and Ontology","JournalofWebSemantics","2003"
"Specific capital, mobility, and wages: Wages rise with job seniority","Unknown","1990"
"A Decentralized Model for Information Flow Control","InProc.17thACMSymp.onOperatingSystemPrinciples(SOSP","1997"
"Using collaborative filtering to weave an information tapestry","CommunicationsoftheACM","1992"
"virus","Unknown","3000"
"2Universidad de Guanajuato","Unknown","3000"
"The dynamics of productivity in the telecommunications equipment industry","Unknown","1996"
"A Bit-parallel Suffix Automaton Approach for (&amp;delta;, &amp;gamma;)-Matching in Music Retrieval","Unknown","3000"
"EDUCATION TOWARDS SELF-AWARENESS THE ROLE OF THE SMALL GROUP","Unknown","1931"
"Publications","Unknown","2013"
"Temporal construal","PsychologicalReview","2003"
"Home da revista no Redalyc","Unknown","3000"
"Center for Demographic, Urban and Environmental","Unknown","3000"
"Micros for microbes: non-coding regulatory RNAs in bacteria","TrendsGenet","3000"
"Eddies: Continuously Adaptive Query Processing","InSIGMOD","2000"
"2003: A global simulation of tropospheric ozone and related tracers: Description and evaluation of MOZART, version 2","JournalofGeophysicalResearch(Atmospheres","3000"
"Bacterial Small-Molecule Signaling Pathways This copy is for your personal, non-commercial use only. clicking here.colleagues, clients, or customers by , you can order high-quality copies for yourIf you wish to distribute this article to others here.follo","1126/science.1121357REVIEW24FEBRUARY2006VOL311SCIENCEwww.sciencemag.org1116DOI:10.1126/science.1121357,1113(2006);311Science","3000"
"Architecture for an Artificial Immune System","Unknown","2000"
"www.mdpi.com/journal/ijerph","Unknown","3000"
"Turning the tide: the eradication of invasive species","Unknown","3000"
"Art?culo Especial","Unknown","3000"
"Regression Models for Categorical Dependent Variables Using Stata","Unknown","2001"
"Open Research Online The Open University?s repository of research publications","Unknown","3000"
"The Economics of Superstars","THEAMERICANECONOMICREVIEW","1981"
"Mining Sequential Patterns","Unknown","1995"
"and bacteria sensors","Unknown","3000"
"Cutaneous tuberculosis by mesotherapy PRESENTACI?N DE CASO","Unknown","3000"
"Development and	 ?Activity	 ?of	 ?In	 ?Vitro Neuronal Networks Learning Organic	 ?Chemistry	 ?through	 ?Games","Unknown","3000"
"Real wealth and experimental cooperation: Evidence from field experiments,? mimeo","IndianaUniversity.Cohen,Michele,JeanYvesJaffrayandTaniosSaid","1999"
"Universidad Aut?noma del Estado de M?xico","Unknown","3000"
"Neural Network-Based Face Detection","IEEETRANSACTIONSONPATTERNANALYSISANDMACHINEINTELLIGENCE","1998"
"C?mo citar este documento: Gravity Equation and Trade Agreements: A Different Econometric Approach","Unknown","3000"
"A Set Of Principles For Conducting And  Evaluating Interpretive Field Studies In Information Systems","Unknown","1999"
"Scalability and Accuracy in a Large-Scale Network Emulator","INPROCEEDINGSOFTHE5THSYMPOSIUMONOPERATINGSYSTEMSDESIGNANDIMPLEMENTATION(OSDI","2002"
"Article Potential Mechanism of Action of 3?-Demethoxy-6-O-demethyl- isoguaiacin on Methicillin Resistant Staphylococcus aureus","Unknown","2015"
"A comparison of mechanisms for improving TCP performance over wireless links","IEEE/ACMTRANSACTIONSONNETWORKING","1997"
"UNIVERSIDADE DO ALGARVE","Unknown","2006"
"Horus: A flexible group communication system","Comm.oftheACM","1996"
"UFRJ ? Universidade Federal do Rio de Janeiro","Unknown","3000"
"Orthogonal matching pursuit: Recursive function approximation with applications to wavelet decomposition","inConferenceRecordofTheTwentySeventhAsilomarConferenceonSignals,SystemsandComputers","1993"
"Publica. 2012;32(5):360?7. Suggested citation Effectiveness of antiretroviral treatment","Unknown","3000"
"The rate of adaptive evolution in enteric bacteria","Mol.Biol.andEvol","3000"
"Closed-form solution of absolute orientation using unit quaternions","J.Opt.Soc.Am.A","1987"
"Minimax Programs","UniversityofCaliforniaPress","1997"
"UNIVERSIDADE DE MAR?LIA","Unknown","3000"
"aloeus L (Coleoptera: Scarabaeidae)","Unknown","3000"
"9 La Maxima Casa de Estudios","Unknown","3000"
"List of Speakers in Order of Presentations Vegetation and Environment- Monday 15 September................................................................................. 5","Unknown","3000"
"Querying Heterogeneous Information Sources Using Source Descriptions","Unknown","1996"
"Identifying Valuable Components of Student Behavior: Things They Do Right When They Solve Wrong3","Unknown","3000"
"E.: Discriminating clear sky from clouds with MODIS","J.Geophys.Res","1998"
"1 GEA (Grupo de","Unknown","3000"
"variation space","Unknown","3000"
"Creating Bathymetric Maps Using AUVs in the Magdalena River","Unknown","3000"
"EFFECT OF THE PSEUDOTIME FUNCTION ON GAS RESERVOIR DRAINAGE AREA DETERMINATION","Unknown","2006"
"Economic Performance Through Time","AmericanEcon.Rev","1994"
"Plans And Resource-Bounded Practical Reasoning","COMPUTATIONALINTELLIGENCE,4(4):349355,1988","1988"
"A New Theory of Deadlock-Free Adaptive Routing in Wormhole Networks","IEEETransactionsonParallelandDistributedSystems","1993"
"Time-dependent ROC curves for censored survival data and a diagnostic marker. Biometrics 2000;56:337","Unknown","3000"
"1 Gardasil?: The HPV Vaccine","Unknown","3000"
"Letters to the Editor High rates of HIV seropositivity in","Unknown","3000"
"Causas de los Procesos Comportamentales: Un di?logo con Mario Bunge","Unknown","3000"
"Vaccines: the fourth century","ClinicalandVaccineImmunology","2009"
"Global Strategy for the diagnosis, management, and prevention of Chronic Obstructive Pulmonary Disease (GOLD). Am J Respir Crit Care Med 2007; 176:532?555 2 Simonneau G, Galie N, Rubin LJ, et al. Clinical classification of pulmonary hypertension. J Am Col","EurRespirJ","3000"
"A fast iterative shrinkage-thresholding algorithm with application to . . .","Unknown","2009"
"K-theory for operator algebras","MathematicalSciencesResearchInstitutePublications","1998"
"Is there a Daily Discount Rate? Evidence from the Food Stamp Nutrition","Cycle,?JournalofPublicEconomics","2005"
"NO","Unknown","3000"
"Graph-based algorithms for Boolean function manipulation","IEEETRANSACTIONSONCOMPUTERS","1986"
"Inoc?ncio de Sousa Gorayeb/+, Antonio Thadeu Medeiros de Barros*","Unknown","3000"
"Universidad de Los Andes, Venezuela.","Unknown","1998"
"Target prediction for small, noncoding RNAs in","Unknown","2006"
"Early warning system for coffee rust disease based on error correcting output codes: a proposal","Unknown","3000"
"?  The Neotropical Ornithological Society AVIFAUNA OF THE NORTHERN CORDILLERA CENTRAL OF THE ANDES, COLOMBIA","Unknown","3000"
"Social Interaction by Enhancing Communicative Competence","Unknown","2015"
"Learning from demonstration","AdvancesinNeuralInformationProcessingSystems9","1997"
"Toward a City Development Strategy The World Bank","Unknown","3000"
"DECOMPOSITION OF CHITIN BY MARINE BACTERIA","Unknown","3000"
"Universidad Polit?cnica de Cartagena,","Unknown","3000"
"Depot: Cloud storage with minimal trust","Unknown","3000"
"The diameter of the World Wide Web","Nature","1999"
"A theory of timed automata","Unknown","1999"
"The Temporal Logic of Actions","Unknown","1993"
"Neuropsychological Assessment","Unknown","2004"
"DIETETICS AND NUTRITION","Unknown","3000"
"The use of gene clusters to infer functional coupling","ProceedingsoftheNationalAcademyofSciences,USA","1999"
"The growth and nutrition of Crithidia fasciculata","J.Gen.Microbiol","1958"
"Uncertainty and the welfare economics of medical care","Am.Econ.Rev.1963","3000"
"Observation of a single-beam gradient force optical trap for dielectric particles","Opt.Lett","1986"
"METHODOLOGY TO CALCULATE THE FRACTURE GRADIENT IN A TECTONICALLY ACTIVE ZONE:","Unknown","2008"
"Accurate Methods for the Statistics of Surprise and Coincidence","COMPUTATIONALLINGUISTICS","1993"
"Parental employment and child cognitive development","JournalofHumanResources","2004"
"Universidade Federal	de	Sergipe","Unknown","2016"
"GenBank: update","NucleicAcidsRes","2004"
"Preliminary Guidelines for Empirical Research in Software Engineering","IEEETransactionsonSoftwareEngineering","2002"
"Isolation and characterization of viruses related to the SARS coronavirus from animals in southern China. Science 2003;302(5643):276-8. ? 79 ? prevention and control of epidemic- and pandemic-prone acute respiratory diseases in health care WHO Interim Gui","Unknown","3000"
"Fundamental Design Issues for the Future Internet","IEEEJOURNALONSELECTEDAREASINCOMMUNICATIONS","1995"
"Cultural Differences in Attitudes Toward Action and Inaction: The Role of","Unknown","3000"
"Prevalence of Occult Hepatitis B and F3 Subgenotype Dominance","Unknown","3000"
"HIV Vaccine Development in Asia","Unknown","3000"
"The Bayes Net Toolbox for MATLAB","ComputingScienceandStatistics","2001"
"Vision-Based Control of the RoboTenis System","Unknown","3000"
"Data networks","Unknown","1992"
"Oceanstore: An architecture for global-scale persistent storage","Unknown","2000"
"On the impossibility of informationally efficient markets","AMERICANECONOMICREVIEW","1980"
"Interactive Control of Avatars Animated with Human Motion Data","Unknown","2002"
"Improving the reliability of commodity operating systems","Unknown","2003"
"PRESIDENTE","Unknown","3000"
"RESEARCH Open Access","Unknown","3000"
"Staphylococcal coagulase: mode of action and","Unknown","1952"
"Explaining African economic performance","JournalofEconomicLiterature","1999"
"Routing in multi-radio, multi-hop wireless mesh networks","InACMMobiCom","2004"
"Partial Constraint Satisfaction","Unknown","1992"
"The Transferable Belief Model","ARTIFICIALINTELLIGENCE","1994"
"Images in Nephrology (Section Editor: G. H. Neild)","Unknown","3000"
"Colonial Mestizaje and its Consequences for Human Capital and Early","Unknown","3000"
"Role-Based Access Control","In15thNISTNCSCNationalComputerSecurityConference","1992"
"A New Kind of Science","Unknown","2002"
"Cuadernos de Desarrollo Rural","Unknown","3000"
"RESTORING THE BALANCE IN BILATERAL","Unknown","3000"
"Imagined Communities","Unknown","1991"
"Research Article A Comparative Study of Facial Asymmetry in Philippine, Colombian, and Ethiopian Families with Nonsyndromic Cleft Lip Palate","Unknown","3000"
"3a Confer?ncia Nacional Editores:","Unknown","3000"
"Recursive estimation of motion, structure, and focal length","IEEETRANSACTIONSONPATTERNANALYSISANDMACHINEINTELLIGENCE","1995"
"Central Banking in Theory and Practice","Unknown","1999"
"A Note on the Confinement Problem","Unknown","1973"
"Abyssal recipes","DeepSeaRes","1966"
"study area on the Sabana Grande Quadrangle. CMF?Cerro Mula Fault","Unknown","3000"
"; Luiz Antonio Vane TSA 2","Unknown","3000"
"An Introduction to Software Agents","Unknown","1997"
"Finding community structure in networks using the eigenvectors of matrices","Unknown","2006"
"Novel Vaccine Delivery Technology","Unknown","3000"
"The synchronous dataflow programming language LUSTRE","ProceedingsoftheIEEE","1991"
"Nonlinear Approximation","ACTANUMERICA","1998"
"THE HISTORY OF TRANSLATION WITHIN TRANSLATION STUDIES: PROBLEMS IN RESEARCH AND DIDACTICS","Unknown","2013"
"On the q-meromorphic Weyl algebra","Unknown","3000"
"Coverage Control for Mobile Sensing Networks","Unknown","2002"
"?  ?  ?  ?  ?  ?  ?  ?  ?  ?  ?  ?  ?  ?  ?  ?  ?  ?  ?  ?  ?  ?  ?  ?  ?  ?  ?  ?  ?  ?  ?  ?  ?  ?  ?  ?  ?  ?  ?  ?  ?  ? ?7 PROFILE Implicit and Explicit Teaching of Grammar: An Empirical Study*","Unknown","3000"
"Dynamics of Health and Welfare: texts and contexts","Unknown","3000"
"Morphogenesis in the yeast cell cycle: Regulation by Cdc28 and cyclins","Unknown","1993"
"Concept Maps: Making Learning Meaningful Proc. of Fourth Int. Conference on Concept Mapping","Unknown","2010"
"Department of Health and Human Services","TheHealthConsequencesofSmoking:CardiovascularDisease.USGovernmentPrintingOffice,WashingtonDC","1983"
"Emergency Nutrition","Unknown","2010"
"Universidade do Porto.","Unknown","3000"
"Problem Based Learning: An instructional model and its constructivist framework","Unknown","1994"
"Automobile prices in market equilibrium","Econometrica","1995"
"BUILDERS OF THE VISION Technology and the imagination of design By","Unknown","2012"
"Energy Aware Routing for Low Energy Ad Hoc Sensor Networks","Unknown","2002"
"A novel transcription factor, T-bet, directs Th1 lineage commitment. Cell 100:655?669","Unknown","2000"
"Vaccination strategy","Unknown","3000"
"Automatic Symbolic Verification of Embedded Systems","Unknown","1996"
"Javeriana in Bogot?. Worked with displaced","Unknown","3000"
"Semantics of Context-Free Languages","InMathematicalSystemsTheory","1968"
"Locating the Nodes -- Cooperative localization in wireless sensor networks","Unknown","2005"
"Grazing of protozoa and its effect on populations of aquatic bacteria","Unknown","2001"
"SEMIOTIC ANALYSIS OF ACTIVITIES APPLIED IN THE INSTANCES OF SELECTION FOR THE FIRST INTERNATIONAL STATISTICAL LITERACY COMPETITION","Unknown","3000"
"UNIVERSIDADE DE LISBOA","Unknown","2013"
"The oomycete Phytophthora infestans (Mont.) de Bary","Unknown","3000"
"Improving TCP/IP performance over wireless networks","INPROCEEDINGS,1STACMCONF.ONMOBILECOMPUTINGANDNETWORKING","1995"
"The Case for a Single-Chip Multiprocessor","IEEEComputer","1996"
"METHODOLOGY TO INCREASE OIL RESERVES BY IDENTIFYING OPTIMAL TIME TO ABANDON","Unknown","2011"
"A Field Study of the Software Design Process for Large Systems","CommunicationsoftheACM","1988"
"Head of the Pulmonary Function Laboratory, Santo Ant?nio Hospital","Unknown","3000"
"of the Southern Gulf of Mexico","Unknown","2013"
"Extraterrestrial Cause for the Cretaceous-Tertiary Extinction","Science","1980"
"ACKNOWLEDGEMENTS","Unknown","3000"
"Extracellular DNA required for bacterial biofilm formation","Science","2002"
"Transparent Runtime Randomization for Security","Unknown","2003"
"obtain a Master&apos;s degree in Medical Physics Supervisor: Jo?o Ant?nio Miranda dos Santos, Assessor de Sa?de (F?sica M?dica) no Instituto Portugu?s","Unknown","2013"
"ALMcss: Separation between Structure and Presentation on the Web with CSS Advanced Layout","Unknown","3000"
"Scheduler Activations: Effective Kernel Support for the User-Level Management of Parallelism","ACMTransactionsonComputerSystems","1992"
"Article Challenges in Bioenergy Production from Sugarcane Mills in Developing Countries: A Case Study","Unknown","2014"
"LLVM: A compilation framework for lifelong program analysis &amp; transformation","Unknown","2004"
"Space-Time Diversity Systems Based on Linear Constellation Precoding","IEEETRANS.WIRELESSCOMMUN","2003"
"Those who understand: Knowledge growth in teaching. Educational Researcher","Unknown","1986"
"Building Rome in a Day","Unknown","3000"
"Establishing and Maintaining Long-Term Human-Computer Relationships","ACMTransactionsonComputerHumanInteraction","2005"
"Initial Conditions and Moment Restrictions in Dynamic Panel Data Models","JournalofEconometrics","1998"
"Apoptosis: a Basic Biological Phenomenon with Wide-ranging Implications in Tissue Kinetics","Br.J.Cancer","1972"
"The HEARSAY-II speech understanding system: Integrating knowledge to resolve uncertainty","ComputingSurveys","1980"
"(Universidad de Chile)","Unknown","3000"
"Cuadernos de Administraci?n","Unknown","3000"
"University of Leicester, United Kingdom","Unknown","3000"
"VE: The consensus coding sequences of human breast and colorectal cancers","BuckhaultsP,FarrellC,MeehP,MarkowitzSD,WillisJ,DawsonD,WillsonJK,GazdarAF,HartiganJ,WuL,LiuC,ParmigianiG,ParkBH,BachmanKE,PapadopoulosN,VogelsteinB,KinzlerKW,Velculescu","3000"
"EDINZO IGLESIAS","Unknown","3000"
